id,cliente_id,data_emissao,data_vencimento,valor,status
1258,197,2024-12-19,2025-01-05,4451.6,1
1259,197,2024-10-20,2024-11-08,921.43,2
1260,197,2024-12-19,2025-01-24,2859.33,1
1261,197,2025-01-31,2025-02-26,4384.61,1
1262,197,2025-04-08,2025-05-06,4259.48,2
1263,197,2024-07-21,2024-08-24,3381.42,1
1264,197,2024-12-26,2025-01-27,4441.78,1
1265,198,2025-05-15,2025-06-09,2913.73,2
1266,198,2024-11-17,2024-12-18,2814.23,2
1267,198,2024-08-28,2024-09-14,3169.45,2
1268,198,2024-10-06,2024-11-11,4727.87,1
1269,198,2024-10-02,2024-11-16,3263.76,2
1270,199,2025-05-05,2025-06-17,1636.56,2
1271,199,2024-07-18,2024-08-15,1224.76,2
1272,199,2025-01-14,2025-02-03,4344.61,3
1273,199,2024-12-08,2024-12-27,1611.72,3
1274,199,2024-11-24,2025-01-02,3914.78,2
1275,199,2024-06-10,2024-07-10,287.55,1
1276,200,2024-12-25,2025-01-23,4687.1,2
1277,200,2024-06-25,2024-07-14,3808.03,2
1278,200,2025-02-24,2025-03-25,2389.4,2
1279,201,2024-07-06,2024-08-12,3757.16,1
1280,201,2024-11-08,2024-11-28,2446.63,3
1281,201,2025-02-01,2025-02-17,2505.63,3
1282,201,2024-09-29,2024-11-06,1286.55,2
1283,201,2024-10-06,2024-11-02,3298.62,2
1284,201,2025-06-03,2025-07-05,1626.78,3
1285,201,2024-11-25,2024-12-16,3554.64,2
1286,201,2024-12-01,2024-12-17,983.35,1
1287,201,2025-03-09,2025-04-11,1975.81,3
1288,202,2025-03-28,2025-04-18,2619.97,2
1289,202,2024-09-14,2024-10-23,3089.21,1
1290,202,2024-08-06,2024-09-03,1881.36,4
1291,202,2025-02-05,2025-03-17,4957.1,2
1292,202,2025-01-02,2025-02-14,2161.48,2
1293,203,2025-02-25,2025-03-26,2294.81,2
1294,203,2024-11-18,2024-12-11,4954.59,2
1295,203,2025-03-25,2025-04-20,4008.26,3
1296,203,2025-04-03,2025-05-08,1775.53,1
1297,203,2024-07-13,2024-08-24,4830.36,1
1298,204,2024-09-16,2024-10-21,488.41,2
1299,204,2025-02-19,2025-03-21,1990.89,2
1300,204,2024-08-03,2024-09-01,2276.72,4
1301,204,2025-01-11,2025-02-09,1883.97,4
1302,204,2024-08-28,2024-09-13,4835.3,4
1303,204,2025-02-03,2025-03-01,171.85,2
1304,205,2024-11-08,2024-12-18,2856.92,4
1305,205,2024-09-10,2024-09-28,135.13,3
1306,205,2025-01-23,2025-02-28,4274.4,1
1307,205,2024-11-15,2024-12-09,3642.93,2
1308,205,2024-11-10,2024-12-06,521.75,4
1309,206,2025-03-18,2025-04-02,3150.2,4
1310,206,2025-04-03,2025-05-13,2671.14,1
1311,206,2025-02-12,2025-03-16,1946.24,2
1312,206,2024-09-03,2024-10-03,3745.78,2
1313,207,2025-04-14,2025-05-23,2229.51,2
1314,207,2025-02-15,2025-03-03,2567.77,2
1315,207,2025-03-21,2025-05-04,4009.92,3
1316,207,2024-09-25,2024-11-06,1508.83,3
1317,207,2025-05-13,2025-06-16,256.65,3
1318,207,2025-01-29,2025-02-23,3516.49,2
1319,207,2024-11-02,2024-12-14,3904.16,2
1320,207,2024-09-04,2024-10-04,2512.39,2
1321,208,2024-07-12,2024-08-06,964.76,2
1322,208,2025-06-02,2025-06-27,4303.0,4
1323,208,2024-11-24,2024-12-17,1653.61,1
1324,208,2025-02-17,2025-03-16,3593.39,2
1325,208,2025-04-09,2025-05-22,4140.52,2
1326,209,2025-04-01,2025-04-30,171.0,2
1327,209,2024-11-24,2024-12-14,505.34,3
1328,209,2024-07-06,2024-08-11,908.7,2
1329,210,2025-03-11,2025-04-15,3804.17,1
1330,210,2025-05-27,2025-07-11,2948.14,1
1331,210,2025-02-19,2025-03-28,3709.6,2
1332,210,2025-04-22,2025-05-20,4178.11,2
1333,210,2024-10-28,2024-12-05,255.64,4
1334,211,2025-06-05,2025-06-20,3052.03,1
1335,211,2024-12-04,2025-01-08,1593.72,2
1336,211,2025-05-15,2025-06-09,4691.72,3
1337,211,2024-12-01,2024-12-29,2195.81,4
1338,211,2024-08-22,2024-09-13,4152.85,1
1339,211,2024-08-09,2024-09-07,2964.93,2
1340,211,2024-11-12,2024-12-16,4462.19,2
1341,211,2024-11-19,2024-12-28,2074.55,2
1342,211,2024-12-21,2025-01-18,3477.03,2
1343,212,2024-09-28,2024-10-21,3038.97,1
1344,212,2024-06-11,2024-07-24,3107.26,4
1345,212,2025-02-09,2025-03-21,3896.75,1
1346,212,2024-08-08,2024-09-03,3360.3,1
1347,212,2025-04-01,2025-04-20,997.64,1
1348,212,2025-01-07,2025-02-07,150.31,2
1349,212,2024-12-19,2025-01-05,1049.07,4
1350,213,2024-07-13,2024-08-24,3652.17,2
1351,213,2024-10-13,2024-11-12,1406.65,1
1352,213,2024-12-12,2025-01-21,3958.38,2
1353,213,2024-06-16,2024-07-02,2518.19,2
1354,213,2024-11-30,2025-01-09,2344.59,1
1355,213,2025-02-15,2025-03-20,4962.13,4
1356,213,2025-01-30,2025-02-20,4913.01,1
1357,213,2024-08-09,2024-09-02,1727.69,2
1358,213,2025-05-09,2025-06-18,1997.17,2
1359,213,2024-09-27,2024-10-13,4200.05,3
1360,214,2024-06-19,2024-07-16,1214.28,3
1361,214,2024-07-07,2024-08-14,965.86,1
1362,214,2025-04-22,2025-05-16,2450.02,2
1363,214,2024-06-13,2024-07-04,495.03,2
1364,214,2025-01-01,2025-01-25,4060.09,1
1365,214,2025-05-29,2025-06-19,587.95,3
1366,214,2024-12-12,2025-01-14,4305.1,2
1367,214,2025-01-19,2025-02-13,353.09,2
1368,215,2024-08-05,2024-09-01,2668.98,2
1369,215,2024-12-09,2025-01-14,2069.63,2
1370,215,2024-08-26,2024-09-30,2727.27,2
1371,215,2024-12-01,2024-12-17,978.13,2
1372,215,2024-09-29,2024-10-14,2252.4,1
1373,215,2025-04-19,2025-05-30,1767.91,1
1374,215,2025-02-08,2025-03-03,3425.04,2
1375,216,2024-11-03,2024-11-20,1791.33,2
1376,216,2024-07-19,2024-08-17,2390.56,4
1377,216,2024-07-13,2024-08-07,1414.35,3
1378,216,2025-02-07,2025-03-14,3566.34,1
1379,216,2024-09-29,2024-10-14,4641.03,2
1380,216,2024-10-13,2024-11-04,4806.93,4
1381,216,2024-07-09,2024-07-25,632.82,2
1382,216,2024-10-18,2024-11-27,2212.62,1
1383,216,2025-02-06,2025-03-09,1387.92,4
1384,216,2025-01-11,2025-02-14,4247.64,2
1385,217,2024-10-30,2024-11-30,3666.4,2
1386,217,2024-07-30,2024-09-13,2293.16,2
1387,217,2025-02-12,2025-03-28,2041.45,2
1388,217,2025-05-15,2025-05-30,4104.21,2
1389,217,2024-12-28,2025-01-28,4302.8,2
1390,217,2024-06-17,2024-07-07,272.83,2
1391,217,2025-05-19,2025-06-15,1935.01,2
1392,217,2024-06-20,2024-07-28,3094.39,2
1393,218,2025-03-24,2025-04-20,4794.18,2
1394,218,2024-08-11,2024-09-13,4324.65,4
1395,218,2025-02-10,2025-03-23,1882.19,2
1396,218,2024-07-26,2024-08-11,1373.56,2
1397,218,2024-09-18,2024-10-26,2483.3,2
1398,218,2024-08-15,2024-09-09,4072.8,2
1399,218,2024-06-20,2024-07-22,271.96,2
1400,218,2024-11-17,2024-12-27,1926.04,2
1401,219,2024-12-25,2025-01-22,1653.36,4
1402,219,2024-08-22,2024-09-10,2353.68,1
1403,219,2025-03-14,2025-04-04,366.89,2
1404,219,2024-08-02,2024-08-25,1120.78,2
1405,219,2025-04-27,2025-06-07,1607.79,2
1406,219,2025-02-06,2025-03-13,3522.33,4
1407,219,2024-10-19,2024-11-21,3693.07,1
1408,219,2024-10-29,2024-12-12,612.87,2
1409,219,2024-09-22,2024-10-09,4379.11,2
1410,219,2025-05-28,2025-07-08,3498.83,2
1411,220,2024-10-09,2024-11-21,1109.65,2
1412,220,2025-01-09,2025-01-26,414.1,4
1413,220,2024-07-29,2024-08-24,288.79,3
1414,221,2024-09-04,2024-09-28,3472.81,1
1415,221,2024-10-27,2024-12-02,3241.51,2
1416,221,2025-03-14,2025-04-06,3284.64,2
1417,221,2024-08-08,2024-08-27,247.68,3
1418,221,2024-12-11,2025-01-02,4662.25,2
1419,221,2025-02-17,2025-03-25,3137.67,2
1420,221,2024-06-18,2024-07-16,1837.14,4
1421,221,2025-04-12,2025-05-09,2096.45,2
1422,222,2024-12-15,2025-01-12,4494.78,2
1423,222,2024-11-10,2024-12-15,4124.32,1
1424,222,2025-04-13,2025-05-19,1611.64,2
1425,222,2024-06-12,2024-07-07,3666.84,1
1426,222,2025-03-19,2025-05-03,3060.41,2
1427,222,2025-04-03,2025-05-10,3959.79,2
1428,222,2024-12-06,2025-01-05,278.16,2
1429,222,2025-06-06,2025-07-08,597.5,2
1430,223,2024-08-05,2024-09-09,261.72,2
1431,223,2025-04-10,2025-05-20,1413.95,2
1432,223,2025-01-07,2025-02-18,3494.42,2
1433,223,2024-08-11,2024-09-14,4240.2,2
1434,224,2025-05-11,2025-06-24,4299.24,4
1435,224,2024-08-13,2024-09-27,489.67,2
1436,224,2025-05-15,2025-06-08,3908.45,3
1437,224,2024-06-10,2024-06-25,3328.74,1
1438,224,2025-02-14,2025-03-09,3672.8,4
1439,224,2024-10-09,2024-11-19,2557.95,1
1440,224,2024-10-20,2024-11-30,1433.78,4
1441,225,2024-06-08,2024-07-10,4357.47,1
1442,225,2024-11-20,2024-12-19,101.82,1
1443,225,2025-03-08,2025-03-25,4804.32,4
1444,225,2025-04-12,2025-05-25,443.51,2
1445,225,2025-01-08,2025-02-01,829.05,2
1446,225,2025-04-28,2025-06-05,985.91,1
1447,225,2024-07-16,2024-08-14,2919.86,3
1448,225,2025-01-31,2025-02-17,1688.14,2
1449,225,2025-04-02,2025-05-11,4802.16,2
1450,226,2024-11-25,2024-12-20,565.37,2
1451,226,2025-06-01,2025-06-24,1620.37,2
1452,226,2024-06-25,2024-08-08,632.08,2
1453,226,2024-11-08,2024-12-21,2003.11,2
1454,227,2024-10-01,2024-10-17,3838.65,2
1455,227,2024-07-19,2024-08-12,912.49,2
1456,227,2025-01-21,2025-02-25,4078.55,2
1457,227,2024-07-21,2024-08-21,3309.33,1
1458,227,2024-10-17,2024-11-01,1006.56,2
1459,227,2024-09-29,2024-10-28,242.9,2
1460,228,2024-08-01,2024-09-07,1627.24,2
1461,228,2024-10-19,2024-11-17,1358.85,2
1462,228,2024-10-23,2024-11-07,4096.15,4
1463,228,2025-04-22,2025-05-23,2744.98,2
1464,228,2024-12-10,2024-12-31,2189.75,3
1465,228,2025-04-23,2025-05-19,1059.35,2
1466,229,2025-03-27,2025-05-04,4394.16,2
1467,229,2025-01-28,2025-02-15,2162.63,2
1468,229,2024-09-11,2024-10-19,4360.27,1
1469,229,2024-12-29,2025-01-31,4636.4,3
1470,229,2025-01-17,2025-02-09,3866.84,4
1471,229,2025-05-24,2025-06-19,2567.38,2
1472,229,2024-11-15,2024-12-30,4148.65,1
1473,229,2025-04-21,2025-05-22,4782.22,2
1474,229,2024-11-08,2024-12-12,4939.26,4
1475,229,2024-09-10,2024-09-26,1306.27,2
1476,230,2025-01-19,2025-03-04,4768.54,3
1477,230,2025-05-08,2025-05-30,1956.75,1
1478,230,2024-06-09,2024-07-08,3400.9,2
1479,230,2025-04-03,2025-05-01,1262.72,3
1480,230,2025-01-09,2025-02-21,4132.58,2
1481,230,2024-11-01,2024-11-16,2832.45,3
1482,231,2025-02-07,2025-02-23,367.23,2
1483,231,2025-01-12,2025-01-27,3273.78,4
1484,231,2024-12-12,2025-01-24,931.47,1
1485,231,2024-07-12,2024-08-12,1098.94,1
1486,231,2025-03-09,2025-03-30,1203.22,2
1487,231,2024-09-04,2024-10-01,3456.95,2
1488,232,2025-02-22,2025-03-28,1417.07,4
1489,232,2024-10-04,2024-11-04,3682.11,4
1490,232,2024-10-05,2024-10-25,3999.74,3
1491,232,2025-05-30,2025-07-02,859.91,3
1492,232,2025-05-21,2025-06-15,4500.89,2
1493,232,2024-07-08,2024-08-16,4196.76,3
1494,232,2024-11-16,2024-12-18,4389.68,4
1495,232,2024-12-27,2025-01-19,3203.08,2
1496,232,2024-09-08,2024-09-25,1604.11,4
1497,233,2024-07-13,2024-08-11,1867.63,1
1498,233,2025-04-23,2025-05-27,920.19,2
1499,233,2025-01-24,2025-02-19,4385.02,2
1500,233,2025-01-01,2025-01-21,948.75,2
1501,233,2024-10-21,2024-11-25,1536.63,2
1502,233,2025-05-18,2025-06-28,993.6,2
1503,233,2024-09-20,2024-10-13,2543.0,2
1504,233,2025-01-17,2025-02-10,1390.75,2
1505,233,2025-03-23,2025-04-16,4860.05,2
1506,233,2025-01-20,2025-02-09,2681.61,4
1507,234,2024-09-23,2024-10-27,4083.37,2
1508,234,2025-03-17,2025-04-30,4941.68,2
1509,234,2025-03-31,2025-04-19,713.52,1
1510,235,2025-05-01,2025-05-29,1502.54,4
1511,235,2024-12-24,2025-02-03,4927.51,2
1512,235,2024-07-05,2024-07-29,1885.85,2
1513,235,2024-09-15,2024-10-07,180.94,2
1514,235,2024-08-01,2024-08-27,2108.05,4
1515,235,2024-07-18,2024-08-20,916.24,2
1516,235,2025-03-21,2025-04-29,3780.17,2
1517,235,2025-05-20,2025-06-09,3322.39,1
1518,236,2025-01-05,2025-02-01,3380.25,2
1519,236,2024-10-21,2024-11-07,2938.28,4
1520,236,2024-10-31,2024-11-25,490.98,1
1521,236,2024-07-12,2024-08-01,1472.17,3
1522,236,2024-07-22,2024-08-30,2275.19,3
1523,237,2025-01-23,2025-03-03,379.64,3
1524,237,2025-04-24,2025-06-07,4336.43,2
1525,237,2024-11-12,2024-12-13,2146.76,2
1526,238,2024-08-04,2024-09-18,1859.05,2
1527,238,2025-04-10,2025-05-17,3353.26,3
1528,238,2024-12-01,2025-01-04,1749.92,2
1529,238,2024-08-29,2024-10-07,1730.75,2
1530,238,2025-04-07,2025-04-22,3935.34,2
1531,238,2024-09-19,2024-10-25,2199.55,2
1532,238,2024-08-05,2024-09-14,2621.72,1
1533,238,2025-03-24,2025-04-26,4267.25,1
1534,238,2025-04-19,2025-05-09,4401.41,4
1535,239,2025-03-19,2025-04-14,4663.7,3
1536,239,2024-06-22,2024-07-28,3256.14,4
1537,239,2024-07-12,2024-08-12,4970.51,1
1538,239,2024-11-30,2024-12-27,3406.48,2
1539,239,2024-11-10,2024-11-27,4998.1,1
1540,239,2024-09-07,2024-09-23,1053.44,2
1541,239,2024-08-29,2024-09-29,1445.17,1
1542,239,2025-02-19,2025-03-22,1796.51,1
1543,239,2024-11-02,2024-12-07,752.76,2
1544,239,2025-03-03,2025-03-31,426.92,2
1545,240,2025-02-02,2025-03-07,1313.25,2
1546,240,2025-03-26,2025-04-30,876.53,1
1547,240,2025-02-03,2025-02-18,3159.44,4
1548,240,2024-07-28,2024-08-30,1976.81,3
1549,240,2025-03-27,2025-05-11,4619.47,1
1550,241,2024-12-26,2025-02-05,2619.2,1
1551,241,2024-06-15,2024-07-18,3210.4,2
1552,241,2024-11-17,2024-12-27,545.8,4
1553,241,2024-07-29,2024-08-24,2406.95,1
1554,241,2024-08-08,2024-09-20,808.53,2
1555,241,2025-04-07,2025-04-23,2449.72,1
1556,242,2025-03-18,2025-04-11,1272.42,2
1557,242,2025-05-21,2025-06-19,2953.01,2
1558,242,2024-09-18,2024-10-22,3126.16,2
1559,242,2024-08-09,2024-09-20,2396.79,2
1560,242,2024-06-16,2024-07-12,2561.13,2
1561,242,2024-09-21,2024-10-25,1288.29,2
1562,242,2024-11-25,2024-12-22,2168.58,3
1563,242,2024-10-27,2024-11-28,3983.14,2
1564,242,2024-12-01,2025-01-09,890.43,2
1565,243,2024-10-02,2024-10-18,1927.71,2
1566,243,2025-04-16,2025-05-16,2813.0,2
1567,243,2025-02-22,2025-04-08,4285.66,2
1568,243,2025-02-27,2025-04-06,1098.67,2
1569,243,2024-09-14,2024-10-11,3445.32,2
1570,243,2024-12-10,2025-01-14,4602.14,2
1571,243,2025-05-18,2025-06-18,3309.31,2
1572,243,2025-05-01,2025-06-01,2437.13,2
1573,243,2024-06-14,2024-07-18,1383.39,3
1574,244,2025-04-16,2025-05-28,337.16,2
1575,244,2024-09-03,2024-10-18,2023.7,2
1576,244,2025-05-15,2025-06-23,3881.18,2
1577,244,2025-01-12,2025-02-13,1412.35,2
1578,244,2025-04-27,2025-06-07,3256.09,2
1579,244,2025-05-13,2025-06-09,1269.68,1
1580,244,2025-01-12,2025-02-25,3668.47,2
1581,244,2024-11-17,2024-12-21,2185.52,1
1582,244,2025-03-24,2025-05-05,1250.28,2
1583,245,2024-12-28,2025-01-16,3860.02,1
1584,245,2025-04-22,2025-05-31,2531.66,1
1585,245,2025-05-22,2025-06-26,3994.76,4
1586,246,2024-06-29,2024-08-02,2398.73,3
1587,246,2024-06-19,2024-07-28,1053.3,4
1588,246,2025-01-16,2025-02-12,3741.0,2
1589,246,2025-02-10,2025-03-11,3376.7,2
1590,246,2024-10-10,2024-11-17,517.04,1
1591,246,2025-05-09,2025-06-04,3894.07,2
1592,246,2024-09-20,2024-10-06,2499.56,1
1593,246,2024-11-27,2024-12-27,4534.61,1
1594,246,2025-03-13,2025-04-04,855.06,2
1595,247,2025-05-22,2025-07-01,1627.73,2
1596,247,2024-12-10,2024-12-26,739.89,2
1597,247,2025-03-05,2025-03-31,3294.98,2
1598,247,2024-10-13,2024-10-30,1186.79,4
1599,248,2024-11-22,2024-12-23,1268.09,2
1600,248,2024-11-19,2024-12-07,843.85,2
1601,248,2025-03-08,2025-04-08,1137.77,2
1602,248,2025-03-03,2025-04-15,371.12,2
1603,248,2024-09-07,2024-10-17,1205.4,2
1604,248,2024-10-23,2024-11-24,4664.06,2
1605,248,2024-07-09,2024-08-08,2005.28,2
1606,249,2024-11-17,2024-12-07,4124.23,4
1607,249,2025-03-25,2025-04-22,4669.74,2
1608,249,2025-02-17,2025-03-30,3362.33,1
1609,249,2024-08-25,2024-10-06,3762.06,4
1610,249,2024-06-20,2024-07-20,1978.37,1
1611,249,2025-04-19,2025-05-05,4336.51,1
1612,249,2024-07-23,2024-08-30,532.16,2
1613,250,2025-02-22,2025-03-21,1044.46,2
1614,250,2025-02-12,2025-02-28,1929.72,2
1615,250,2025-02-10,2025-02-27,4266.48,2
1616,250,2024-11-11,2024-12-03,1513.46,4
1617,250,2025-02-07,2025-02-22,1088.26,2
1618,250,2024-09-12,2024-10-17,4549.69,2
1619,250,2025-04-20,2025-05-29,2146.3,2
1620,250,2025-02-12,2025-03-13,3406.08,2
1621,250,2025-05-25,2025-06-13,953.39,2
1622,251,2024-09-14,2024-10-15,823.39,1
1623,251,2024-07-27,2024-08-16,1998.48,1
1624,251,2025-01-26,2025-02-23,564.61,1
1625,251,2024-12-05,2025-01-17,914.9,1
1626,251,2025-02-15,2025-03-31,1756.16,3
1627,251,2025-03-12,2025-04-19,3861.25,2
1628,251,2024-11-21,2025-01-05,2257.17,3
1629,252,2024-08-18,2024-09-17,680.74,2
1630,252,2024-10-06,2024-11-04,3217.27,2
1631,252,2024-06-09,2024-07-17,4918.01,2
1632,252,2025-05-06,2025-05-28,4060.43,1
1633,252,2025-03-22,2025-05-06,3663.77,2
1634,252,2025-03-15,2025-04-12,1097.77,2
1635,252,2025-05-14,2025-06-18,4656.07,2
1636,252,2025-04-01,2025-05-16,1547.88,4
1637,253,2024-09-16,2024-10-15,261.0,4
1638,253,2024-06-20,2024-07-19,578.24,2
1639,253,2024-08-25,2024-09-27,4626.43,3
1640,253,2024-11-06,2024-11-25,1460.57,2
1641,253,2025-01-21,2025-02-28,296.72,2
1642,253,2025-04-30,2025-05-28,4826.26,2
1643,253,2024-10-13,2024-11-08,1298.6,3
1644,253,2024-09-12,2024-10-02,4174.2,1
1645,253,2025-04-14,2025-05-25,3207.83,2
1646,253,2024-07-05,2024-08-12,946.87,2
1647,254,2025-05-18,2025-06-21,2268.53,2
1648,254,2024-12-11,2024-12-29,3201.68,4
1649,254,2024-12-11,2025-01-04,4000.06,1
1650,254,2025-02-11,2025-03-04,4861.25,2
1651,254,2024-09-20,2024-11-02,1741.1,2
1652,255,2024-08-22,2024-09-28,280.75,2
1653,255,2024-12-10,2025-01-13,3035.72,2
1654,255,2025-01-23,2025-02-24,506.72,2
1655,256,2025-04-26,2025-06-04,4565.55,1
1656,256,2025-03-20,2025-04-22,1355.36,2
1657,256,2024-08-12,2024-09-16,4161.93,2
1658,256,2024-11-11,2024-12-18,4341.29,2
1659,256,2025-04-02,2025-04-17,3594.23,4
1660,256,2024-08-17,2024-09-10,2593.21,2
1661,256,2024-07-13,2024-08-12,1734.21,2
1662,257,2025-04-13,2025-05-10,822.74,2
1663,257,2025-02-15,2025-03-21,4042.31,4
1664,257,2024-09-06,2024-09-26,2295.25,2
1665,257,2024-08-13,2024-09-26,2275.08,1
1666,258,2024-09-12,2024-10-17,2917.66,2
1667,258,2025-03-08,2025-04-04,4080.06,3
1668,258,2024-07-01,2024-08-09,803.99,1
1669,258,2024-11-21,2024-12-28,2625.36,2
1670,258,2025-01-27,2025-03-08,1387.06,2
1671,258,2025-05-04,2025-06-04,4454.03,2
1672,258,2024-10-12,2024-11-09,3926.45,2
1673,258,2025-03-29,2025-04-16,3950.34,3
1674,259,2024-12-18,2025-01-21,1617.69,2
1675,259,2025-04-01,2025-04-23,2635.33,2
1676,259,2024-06-27,2024-07-25,467.4,1
1677,259,2025-06-04,2025-07-12,2582.2,1
1678,259,2025-04-10,2025-05-10,360.22,2
1679,259,2024-11-01,2024-11-25,1656.73,2
1680,260,2025-01-18,2025-02-07,3341.81,1
1681,260,2024-11-14,2024-12-08,2150.15,2
1682,260,2024-09-20,2024-10-08,2105.93,2
1683,260,2024-09-13,2024-10-12,4434.66,2
1684,260,2025-02-13,2025-03-18,4749.07,1
1685,260,2025-05-12,2025-06-15,4659.42,2
1686,261,2025-05-29,2025-07-06,3566.83,3
1687,261,2025-05-21,2025-07-01,717.82,3
1688,261,2024-08-05,2024-09-09,2233.48,4
1689,261,2024-07-27,2024-08-29,1811.48,2
1690,261,2025-06-02,2025-07-12,4794.64,2
1691,261,2025-03-16,2025-04-10,2894.12,2
1692,261,2024-10-26,2024-11-27,3972.04,2
1693,261,2024-07-08,2024-07-29,1482.0,1
1694,261,2024-12-30,2025-02-04,2516.59,2
1695,262,2025-04-08,2025-05-04,2344.15,1
1696,262,2024-07-17,2024-08-06,3727.83,2
1697,262,2025-05-14,2025-06-25,3729.81,2
1698,262,2024-06-20,2024-08-01,2057.44,2
1699,262,2024-12-10,2025-01-22,1793.15,2
1700,262,2025-01-21,2025-02-14,4370.86,2
1701,262,2025-06-06,2025-07-20,159.97,2
1702,262,2025-05-11,2025-05-26,4064.73,3
1703,262,2024-07-15,2024-08-04,3135.55,2
1704,263,2025-01-24,2025-02-27,249.85,1
1705,263,2024-12-08,2024-12-28,3961.99,4
1706,263,2024-11-01,2024-11-17,3725.72,2
1707,264,2024-11-14,2024-12-07,4167.09,2
1708,264,2025-02-19,2025-03-29,3459.47,2
1709,264,2025-01-01,2025-02-13,1612.45,4
1710,264,2025-05-03,2025-05-18,2137.82,3
1711,264,2025-02-15,2025-03-15,1288.38,2
1712,265,2024-08-12,2024-09-25,3779.89,2
1713,265,2024-11-09,2024-12-15,1359.54,1
1714,265,2024-07-06,2024-07-22,3757.2,2
1715,265,2025-05-15,2025-06-06,4642.75,2
1716,265,2024-06-19,2024-07-16,487.09,2
1717,265,2024-09-03,2024-09-21,4704.84,2
1718,265,2025-03-30,2025-05-08,4519.64,2
1719,265,2024-12-19,2025-01-31,3470.56,2
1720,265,2024-09-23,2024-10-19,4267.82,4
1721,266,2025-01-24,2025-02-20,1480.12,2
1722,266,2025-02-14,2025-03-20,4435.51,1
1723,266,2025-05-21,2025-06-16,1488.98,2
1724,266,2025-01-06,2025-01-23,869.5,1
1725,266,2025-05-07,2025-05-23,2738.37,2
1726,266,2025-04-07,2025-05-08,1360.43,4
1727,267,2025-04-28,2025-06-06,3239.17,2
1728,267,2024-11-21,2024-12-28,2057.73,2
1729,267,2024-06-14,2024-07-17,2234.94,1
1730,267,2024-07-05,2024-07-28,231.26,1
1731,267,2025-01-13,2025-02-24,1045.01,2
1732,267,2025-05-16,2025-06-05,1778.25,1
1733,267,2024-10-16,2024-11-20,2649.44,2
1734,267,2025-04-18,2025-05-20,4350.3,2
1735,267,2024-08-19,2024-09-27,838.69,2
1736,268,2025-04-25,2025-06-06,4314.85,2
1737,268,2024-06-08,2024-07-03,3031.12,1
1738,268,2024-11-05,2024-12-03,3450.51,1
1739,268,2024-11-29,2025-01-13,925.24,1
1740,269,2025-05-11,2025-06-04,4822.6,2
1741,269,2024-07-02,2024-08-09,3840.05,1
1742,269,2025-02-06,2025-03-18,1024.59,2
1743,269,2024-11-19,2025-01-01,4509.74,2
1744,269,2025-01-04,2025-01-23,4958.11,2
1745,269,2024-08-25,2024-09-20,2859.03,4
1746,269,2025-04-14,2025-05-04,3323.82,3
1747,269,2025-05-20,2025-07-03,2191.19,1
1748,269,2024-08-08,2024-08-28,3517.79,2
1749,269,2025-04-15,2025-05-14,2014.99,2
1750,270,2025-03-20,2025-04-14,4121.08,2
1751,270,2024-06-13,2024-07-17,3703.07,2
1752,270,2024-07-02,2024-08-04,378.79,2
1753,270,2025-05-20,2025-06-08,3081.27,1
1754,270,2024-12-21,2025-01-06,4600.34,2
1755,271,2024-11-26,2025-01-10,964.91,1
1756,271,2025-02-16,2025-03-29,657.6,2
1757,271,2025-02-28,2025-03-24,2127.54,1
1758,271,2024-06-21,2024-07-23,4911.0,2
1759,271,2024-09-11,2024-09-27,549.55,1
1760,272,2025-03-12,2025-04-15,2412.58,2
1761,272,2024-09-15,2024-10-10,1545.63,2
1762,272,2025-01-17,2025-02-02,996.25,2
1763,272,2025-03-05,2025-03-23,2314.24,1
1764,272,2025-01-27,2025-03-11,886.04,2
1765,272,2024-06-22,2024-07-17,3146.74,1
1766,272,2025-05-30,2025-06-18,1672.95,2
1767,273,2025-01-14,2025-01-31,2798.86,4
1768,273,2025-01-04,2025-01-31,1692.69,4
1769,273,2024-12-05,2025-01-18,2690.0,2
1770,273,2024-10-13,2024-11-07,3887.76,2
1771,274,2024-10-25,2024-11-20,4555.84,2
1772,274,2025-01-15,2025-02-23,959.12,1
1773,274,2024-11-17,2024-12-27,3844.37,2
1774,274,2024-12-16,2025-01-16,1502.89,2
1775,274,2025-01-21,2025-02-17,771.41,2
1776,274,2024-06-20,2024-07-27,3842.86,2
1777,274,2025-05-04,2025-05-19,2514.39,1
1778,275,2024-11-12,2024-12-12,1390.01,2
1779,275,2024-07-18,2024-08-27,4217.29,4
1780,275,2024-06-11,2024-07-02,1779.29,2
1781,275,2024-12-11,2025-01-08,4501.53,3
1782,276,2024-10-06,2024-10-22,1810.83,2
1783,276,2024-07-03,2024-07-28,378.95,2
1784,276,2024-10-18,2024-11-09,909.75,2
1785,276,2024-08-11,2024-08-31,521.26,3
1786,276,2024-06-18,2024-07-14,2727.63,2
1787,276,2025-05-26,2025-07-01,4770.54,2
1788,276,2024-10-18,2024-11-07,2284.69,3
1789,276,2025-05-26,2025-07-03,684.95,4
1790,277,2025-03-16,2025-04-25,3797.15,3
1791,277,2024-12-27,2025-01-18,2892.31,2
1792,277,2024-11-13,2024-12-04,1962.41,2
1793,277,2025-05-12,2025-06-15,757.07,2
1794,277,2024-06-25,2024-07-23,2357.36,2
1795,277,2025-01-03,2025-01-22,2444.82,2
1796,277,2025-01-29,2025-03-14,3414.51,4
1797,277,2024-10-11,2024-11-12,2458.83,2
1798,278,2024-07-28,2024-08-15,1034.93,4
