id,fatura_id,data_pagamento,valor_pago
894,1206,2024-11-23,491.41
895,1206,2024-12-25,728.4
896,1207,2025-03-13,965.06
897,1208,2025-01-25,363.77
898,1209,2025-03-21,1624.18
899,1211,2025-03-18,2286.52
900,1212,2024-06-30,1870.53
901,1213,2024-11-14,1044.25
902,1214,2025-01-18,12.83
903,1217,2025-04-01,1897.61
904,1218,2024-11-24,20.44
905,1219,2025-05-05,20.86
906,1220,2025-04-18,845.53
907,1223,2024-09-18,696.44
908,1223,2024-10-22,1568.47
909,1226,2025-06-02,1463.51
910,1227,2025-03-28,599.89
911,1229,2025-01-13,1381.6
912,1230,2024-11-23,3804.22
913,1234,2024-08-22,1976.86
914,1235,2025-01-14,2606.94
915,1236,2025-07-04,273.91
916,1239,2025-03-30,163.21
917,1240,2024-08-10,1963.36
918,1242,2025-05-27,1423.02
919,1243,2024-08-19,608.42
920,1244,2024-11-20,424.33
921,1245,2025-05-25,3145.68
922,1247,2025-06-12,538.13
923,1247,2025-06-10,1291.41
924,1248,2024-11-23,1649.03
925,1249,2024-12-29,25.95
926,1252,2025-03-24,34.27
927,1255,2025-02-13,471.23
928,1256,2025-02-25,1018.87
929,1257,2025-02-28,1240.16
930,1259,2024-12-12,35.11
931,1262,2025-05-14,3605.81
932,1265,2025-06-12,1443.79
933,1266,2024-12-26,2262.0
934,1267,2024-10-18,1132.21
935,1269,2024-11-02,2365.76
936,1270,2025-05-11,1040.96
937,1271,2024-08-05,1101.69
938,1274,2024-11-26,3067.65
939,1276,2025-02-18,3477.04
940,1277,2024-08-10,2157.82
941,1278,2025-02-26,712.24
942,1282,2024-10-02,984.83
943,1283,2024-11-17,1475.28
944,1285,2025-01-10,1168.17
945,1288,2025-05-06,757.92
946,1290,2024-08-17,1723.0
947,1291,2025-02-06,2948.15
948,1292,2025-01-26,2070.84
949,1293,2025-03-08,1664.12
950,1294,2024-11-19,4204.63
951,1298,2024-11-13,364.28
952,1299,2025-03-19,1347.2
953,1300,2024-08-06,1282.26
954,1300,2024-08-15,64.41
955,1301,2025-03-12,437.59
956,1301,2025-01-21,971.2
957,1302,2024-09-05,3230.34
958,1302,2024-10-27,1604.28
959,1303,2025-02-19,15.41
960,1304,2024-12-10,2652.74
961,1307,2025-01-09,3103.28
962,1308,2024-12-28,193.45
963,1309,2025-04-06,375.71
964,1309,2025-05-08,490.44
965,1311,2025-02-27,1728.17
966,1312,2024-09-04,1.86
967,1313,2025-06-04,832.44
968,1314,2025-03-14,2090.41
969,1318,2025-03-02,1144.19
970,1319,2024-11-14,2496.29
971,1320,2024-11-03,1322.94
972,1321,2024-08-05,336.39
973,1322,2025-06-16,83.64
974,1322,2025-06-22,3400.84
975,1324,2025-02-22,3060.96
976,1325,2025-05-30,3419.2
977,1326,2025-04-08,114.0
978,1328,2024-08-05,690.95
979,1331,2025-04-03,2776.86
980,1332,2025-05-22,2569.87
981,1333,2024-12-25,65.98
982,1335,2024-12-10,1451.98
983,1337,2024-12-17,1835.79
984,1339,2024-10-03,2613.42
985,1340,2024-12-31,16.87
986,1341,2024-12-13,196.28
987,1342,2025-01-28,457.76
988,1344,2024-08-01,859.02
989,1348,2025-01-08,68.27
990,1349,2025-01-18,535.71
991,1349,2025-02-14,104.5
992,1350,2024-08-02,759.36
993,1352,2025-01-13,2736.81
994,1353,2024-07-18,1743.72
995,1355,2025-03-18,256.44
996,1355,2025-04-06,1434.02
997,1357,2024-09-04,608.36
998,1358,2025-06-26,794.99
999,1362,2025-05-07,875.39
1000,1363,2024-06-26,61.66
1001,1366,2025-01-16,1044.88
1002,1367,2025-02-08,115.36
1003,1368,2024-08-13,2129.05
1004,1369,2025-01-14,1518.84
1005,1370,2024-09-24,1889.49
1006,1371,2024-12-06,84.38
1007,1374,2025-03-10,3006.93
1008,1375,2024-12-31,1065.57
1009,1376,2024-08-23,1515.13
1010,1379,2024-11-28,1429.41
1011,1380,2024-10-21,1336.5
1012,1380,2024-11-23,2235.85
1013,1381,2024-08-22,234.3
1014,1383,2025-03-19,1340.99
1015,1383,2025-02-28,11.02
1016,1384,2025-03-03,228.25
1017,1385,2024-12-10,2235.02
1018,1386,2024-09-16,1198.28
1019,1387,2025-03-09,791.89
1020,1388,2025-06-13,1861.7
1021,1389,2025-01-29,3423.67
1022,1390,2024-08-16,241.21
1023,1391,2025-05-25,136.3
1024,1392,2024-08-11,2725.97
1025,1393,2025-05-03,3986.29
1026,1394,2024-10-03,3374.27
1027,1395,2025-02-20,750.33
1028,1396,2024-08-28,901.92
1029,1397,2024-10-16,1030.89
1030,1398,2024-10-13,603.21
1031,1399,2024-08-04,163.26
1032,1400,2024-12-03,254.88
1033,1401,2025-01-22,1334.06
1034,1401,2025-01-14,37.54
1035,1403,2025-03-20,360.28
1036,1404,2024-09-19,323.58
1037,1405,2025-05-09,1076.22
1038,1406,2025-02-26,2794.0
1039,1408,2024-12-17,230.31
1040,1409,2024-10-24,673.86
1041,1410,2025-06-17,704.15
1042,1411,2024-10-13,222.21
1043,1412,2025-01-13,361.63
1044,1415,2024-12-17,157.22
1045,1416,2025-04-15,1394.54
1046,1418,2024-12-17,1453.0
1047,1419,2025-03-27,1894.16
1048,1420,2024-08-08,445.16
1049,1420,2024-06-29,1086.56
1050,1421,2025-05-25,1056.49
1051,1422,2024-12-29,2563.91
1052,1424,2025-05-11,659.37
1053,1426,2025-04-23,2289.48
1054,1427,2025-05-26,2487.5
1055,1428,2025-01-27,107.23
1056,1429,2025-07-29,181.72
1057,1430,2024-08-12,245.9
1058,1431,2025-05-27,1296.66
1059,1432,2025-02-16,3262.21
1060,1433,2024-09-29,737.64
1061,1434,2025-05-30,1121.61
1062,1434,2025-05-22,915.22
1063,1435,2024-08-16,258.35
1064,1438,2025-04-12,2767.68
1065,1440,2024-11-19,807.93
1066,1440,2024-11-09,468.87
1067,1443,2025-04-04,4066.23
1068,1444,2025-04-21,257.31
1069,1445,2025-03-08,531.11
1070,1448,2025-02-07,927.3
1071,1449,2025-04-12,1741.9
1072,1450,2024-12-09,177.41
1073,1451,2025-07-06,362.06
1074,1452,2024-07-03,412.24
1075,1453,2025-01-03,1082.64
1076,1454,2024-10-16,2824.12
1077,1455,2024-09-07,422.84
1078,1456,2025-03-15,2308.27
1079,1458,2024-10-28,478.33
1080,1459,2024-11-07,19.61
1081,1460,2024-08-18,131.12
1082,1461,2024-12-07,64.77
1083,1462,2024-12-15,1238.2
1084,1463,2025-05-13,2697.65
1085,1465,2025-05-13,849.79
1086,1466,2025-04-09,821.31
1087,1467,2025-03-05,1831.31
1088,1470,2025-02-06,3205.56
1089,1470,2025-03-11,76.74
1090,1471,2025-07-17,147.88
1091,1473,2025-05-17,1944.29
1092,1474,2024-11-11,3568.09
1093,1475,2024-09-25,1154.23
1094,1478,2024-07-16,1461.57
1095,1480,2025-03-09,3269.64
1096,1482,2025-03-19,327.24
1097,1483,2025-02-17,3003.46
1098,1483,2025-01-22,111.71
1099,1486,2025-04-17,766.83
1100,1487,2024-10-31,2007.16
1101,1488,2025-04-20,334.19
1102,1489,2024-11-16,1120.41
1103,1489,2024-11-14,215.69
1104,1492,2025-06-26,3514.35
1105,1494,2024-12-06,615.28
1106,1495,2025-01-09,335.73
1107,1496,2024-09-18,1151.75
1108,1498,2025-06-22,406.97
1109,1499,2025-03-21,3292.86
1110,1500,2025-02-17,21.54
1111,1501,2024-11-15,1058.18
1112,1502,2025-06-11,839.41
1113,1503,2024-11-12,1331.37
1114,1504,2025-03-10,1088.14
1115,1505,2025-04-23,4626.61
1116,1506,2025-02-04,584.03
1117,1506,2025-02-03,1090.61
1118,1507,2024-10-24,2455.7
1119,1508,2025-05-12,3833.71
1120,1510,2025-05-02,1312.08
1121,1510,2025-05-03,166.4
1122,1511,2024-12-26,120.29
1123,1512,2024-07-17,1573.33
1124,1513,2024-10-14,6.24
1125,1514,2024-08-16,1297.25
1126,1514,2024-08-18,693.26
1127,1515,2024-08-02,44.87
1128,1516,2025-04-30,339.1
1129,1518,2025-02-08,1738.1
1130,1519,2024-12-19,2914.51
1131,1519,2024-11-16,8.58
1132,1524,2025-05-22,2094.62
1133,1525,2025-01-07,1147.1
1134,1526,2024-09-05,929.22
1135,1528,2024-12-05,1020.22
1136,1529,2024-10-22,225.26
1137,1530,2025-05-03,123.66
1138,1531,2024-09-29,772.14
1139,1534,2025-05-17,2181.5
1140,1536,2024-06-26,2002.36
1141,1536,2024-07-17,666.34
1142,1538,2024-12-14,911.08
1143,1540,2024-10-17,659.22
1144,1543,2024-11-10,704.28
1145,1544,2025-03-04,127.0
1146,1545,2025-02-19,941.83
1147,1547,2025-02-23,31.09
1148,1547,2025-03-16,795.0
1149,1551,2024-06-16,413.19
1150,1552,2024-12-27,11.49
1151,1552,2025-01-13,423.93
1152,1554,2024-09-22,325.62
1153,1556,2025-04-03,152.16
1154,1557,2025-07-16,1301.27
1155,1558,2024-11-09,1347.0
1156,1559,2024-09-19,1108.09
1157,1560,2024-07-18,1762.09
1158,1561,2024-11-15,511.71
1159,1563,2024-11-18,3509.49
1160,1564,2025-01-26,105.21
1161,1565,2024-10-12,589.92
1162,1566,2025-06-08,1239.72
1163,1567,2025-04-20,1376.01
1164,1568,2025-03-28,85.47
1165,1569,2024-09-29,16.83
1166,1570,2025-01-07,806.39
1167,1571,2025-07-08,2871.69
1168,1572,2025-06-03,2366.95
1169,1574,2025-05-10,176.77
1170,1575,2024-10-01,812.8
1171,1576,2025-05-20,3512.24
1172,1577,2025-01-18,1140.58
1173,1578,2025-05-06,2376.81
1174,1580,2025-03-04,2933.81
1175,1582,2025-04-28,7.98
1176,1585,2025-07-16,77.03
1177,1587,2024-08-03,581.19
1178,1588,2025-03-17,226.06
1179,1589,2025-03-09,320.13
1180,1591,2025-07-03,169.59
1181,1594,2025-03-22,830.74
1182,1595,2025-06-20,1102.53
1183,1596,2025-02-03,345.34
1184,1597,2025-03-07,2124.34
1185,1598,2024-11-15,127.43
1186,1598,2024-10-17,163.02
1187,1599,2024-12-21,319.73
1188,1600,2024-12-29,726.39
1189,1601,2025-04-30,852.21
1190,1602,2025-03-05,271.81
1191,1603,2024-10-06,1138.22
1192,1604,2024-10-25,1508.73
1193,1605,2024-08-06,214.63
1194,1606,2025-01-15,929.38
1195,1607,2025-04-16,1387.79
1196,1609,2024-09-27,734.88
1197,1612,2024-09-06,414.48
1198,1613,2025-04-02,1028.46
1199,1614,2025-02-23,1289.94
1200,1615,2025-02-25,2155.34
1201,1616,2024-12-05,38.29
1202,1617,2025-03-18,118.36
1203,1618,2024-11-06,4183.76
1204,1619,2025-05-13,1471.46
1205,1620,2025-03-15,1829.11
1206,1621,2025-06-22,178.42
1207,1627,2025-04-15,2450.75
1208,1629,2024-10-07,220.37
1209,1630,2024-11-07,436.92
1210,1631,2024-07-30,3465.54
1211,1633,2025-05-05,2468.17
1212,1634,2025-05-14,72.21
1213,1635,2025-06-15,3140.27
1214,1636,2025-04-23,668.37
1215,1637,2024-11-07,40.23
1216,1637,2024-09-17,59.23
1217,1638,2024-07-23,194.1
1218,1640,2024-11-16,666.41
1219,1641,2025-01-22,202.42
1220,1642,2025-05-20,3742.35
1221,1645,2025-04-20,2958.02
1222,1646,2024-08-28,615.57
1223,1647,2025-06-01,1233.89
1224,1648,2025-01-20,1508.16
1225,1650,2025-03-08,1954.2
1226,1651,2024-10-23,746.13
1227,1652,2024-10-20,149.83
1228,1653,2025-01-13,2602.34
1229,1654,2025-01-24,442.67
1230,1656,2025-04-26,1069.24
1231,1657,2024-08-20,1100.16
1232,1658,2025-01-04,1560.07
1233,1659,2025-05-25,85.59
1234,1659,2025-04-05,1084.27
1235,1660,2024-08-27,1663.97
1236,1661,2024-09-02,992.69
1237,1662,2025-05-29,199.38
1238,1663,2025-02-17,3261.28
1239,1664,2024-10-26,1688.25
1240,1666,2024-10-30,635.45
1241,1669,2024-11-23,897.65
1242,1670,2025-02-16,132.69
1243,1671,2025-06-15,379.58
1244,1672,2024-10-21,1415.81
1245,1674,2025-01-13,307.17
1246,1675,2025-04-27,1916.36
1247,1678,2025-05-23,168.59
1248,1679,2024-12-30,95.56
1249,1681,2025-01-01,1892.1
1250,1682,2024-11-10,1160.3
1251,1683,2024-11-05,2441.87
1252,1685,2025-05-22,3669.99
1253,1688,2024-09-07,285.77
1254,1688,2024-09-21,256.18
1255,1689,2024-08-13,845.15
1256,1690,2025-07-14,1420.38
1257,1691,2025-04-13,82.07
1258,1692,2024-10-29,3254.86
1259,1694,2025-01-21,1157.48
1260,1696,2024-09-08,649.96
1261,1697,2025-06-04,1471.06
1262,1698,2024-08-11,1004.6
1263,1699,2025-01-07,1527.15
1264,1700,2025-02-09,918.42
1265,1701,2025-07-07,76.71
1266,1703,2024-08-02,2937.55
1267,1705,2024-12-13,3209.35
1268,1705,2024-12-18,444.37
1269,1706,2024-11-16,3642.28
1270,1707,2025-01-02,1875.02
1271,1708,2025-04-03,1695.77
1272,1709,2025-02-04,1139.36
1273,1711,2025-03-19,14.63
1274,1712,2024-09-11,1175.47
1275,1714,2024-08-30,44.29
1276,1715,2025-06-08,517.24
1277,1716,2024-07-04,68.92
1278,1717,2024-10-18,223.52
1279,1718,2025-04-18,824.43
1280,1719,2025-02-06,583.27
1281,1720,2024-10-20,310.05
1282,1721,2025-02-18,87.88
1283,1723,2025-06-23,865.36
1284,1725,2025-06-13,601.7
1285,1726,2025-04-11,1326.0
1286,1727,2025-05-07,578.62
1287,1728,2024-11-23,214.38
1288,1731,2025-02-24,13.22
1289,1733,2024-10-20,1487.16
1290,1734,2025-05-07,1690.75
1291,1735,2024-09-16,819.04
1292,1736,2025-05-18,3114.41
1293,1740,2025-05-22,1730.93
1294,1742,2025-02-08,689.41
1295,1743,2024-12-23,1477.84
1296,1744,2025-03-04,4957.14
1297,1745,2024-10-01,2701.09
1298,1748,2024-09-04,2312.49
1299,1749,2025-05-19,546.11
1300,1750,2025-04-29,3141.14
1301,1751,2024-07-31,2648.54
1302,1752,2024-07-26,287.44
1303,1754,2025-01-31,2204.23
1304,1756,2025-03-01,468.08
1305,1758,2024-07-01,288.1
1306,1760,2025-04-08,1606.97
1307,1761,2024-10-08,611.79
1308,1762,2025-03-16,58.24
1309,1764,2025-03-04,672.49
1310,1766,2025-07-11,1366.76
1311,1767,2025-02-15,1519.83
1312,1768,2025-03-01,123.27
1313,1769,2025-01-22,1261.93
1314,1770,2024-10-15,1084.26
1315,1771,2024-10-28,2664.28
1316,1773,2024-12-30,367.73
1317,1774,2025-01-09,557.15
1318,1775,2025-01-26,427.07
1319,1776,2024-06-30,2837.32
1320,1778,2024-12-21,1282.89
1321,1779,2024-09-08,861.03
1322,1780,2024-06-24,116.47
1323,1782,2024-11-21,545.01
1324,1783,2024-08-22,118.58
1325,1784,2024-11-10,123.35
1326,1786,2024-08-12,2656.38
1327,1787,2025-06-29,2048.07
1328,1789,2025-07-08,549.69
1329,1789,2025-07-17,27.36
1330,1791,2025-02-07,763.94
1331,1792,2024-12-16,1430.7
1332,1793,2025-07-11,70.64
1333,1794,2024-07-10,1007.72
1334,1795,2025-01-31,1200.84
1335,1796,2025-02-06,2838.84
1336,1796,2025-03-11,282.61
1337,1797,2024-10-14,2034.26
1338,1798,2024-08-07,296.76
1339,1798,2024-08-07,455.82
1340,1799,2025-04-20,61.98
1341,1800,2025-05-26,559.17
1342,1801,2024-08-18,1895.79
1343,1802,2025-04-11,488.69
1344,1803,2025-05-07,223.16
1345,1804,2024-09-27,2157.58
1346,1805,2024-10-22,500.8
1347,1806,2025-01-12,1485.88
1348,1807,2025-05-23,1942.0
1349,1808,2025-05-24,4.16
1350,1809,2024-08-13,1897.96
1351,1811,2024-07-16,35.15
1352,1811,2024-07-05,98.99
1353,1812,2025-07-09,542.44
1354,1813,2024-10-18,2971.88
1355,1814,2025-05-01,416.28
1356,1815,2024-11-11,526.93
1357,1816,2024-12-19,1340.23
1358,1817,2025-02-13,2724.09
1359,1819,2025-04-21,1086.54
1360,1821,2024-09-13,2723.35
1361,1823,2024-12-27,155.78
1362,1824,2024-09-14,1478.31
1363,1827,2025-04-18,1193.58
1364,1828,2024-12-30,714.02
1365,1829,2025-01-24,906.52
1366,1832,2025-03-13,4328.68
1367,1833,2025-03-31,58.03
1368,1834,2025-03-14,2834.9
1369,1835,2025-06-02,3095.87
1370,1836,2024-09-01,947.69
1371,1838,2024-08-15,1972.38
1372,1839,2025-03-11,933.34
1373,1840,2025-04-29,4181.13
1374,1841,2024-07-16,315.43
1375,1842,2025-03-30,68.25
1376,1843,2024-10-23,139.68
1377,1844,2025-04-16,1764.12
1378,1845,2024-08-25,1172.57
1379,1847,2024-07-20,173.79
1380,1849,2025-02-16,168.42
1381,1851,2025-05-18,688.42
1382,1852,2025-02-13,1992.21
1383,1853,2025-07-08,2263.99
1384,1856,2024-10-11,628.69
1385,1857,2025-06-27,2048.23
1386,1858,2024-09-18,4232.39
1387,1860,2024-12-01,2201.97
1388,1860,2025-01-02,393.01
1389,1861,2025-02-07,1346.27
1390,1862,2025-01-17,180.62
1391,1865,2025-02-01,1183.43
1392,1866,2024-10-08,3226.06
1393,1867,2025-03-26,1863.89
1394,1869,2025-06-25,1872.34
1395,1870,2025-03-04,23.87
1396,1871,2025-07-15,599.94
1397,1872,2025-03-25,636.72
1398,1873,2024-09-22,1525.59
1399,1874,2024-11-11,182.39
1400,1875,2025-02-22,3227.44
1401,1876,2024-09-24,1692.36
1402,1877,2025-01-30,821.99
1403,1879,2024-11-27,3720.29
1404,1881,2025-01-24,39.85
1405,1882,2025-06-24,26.36
1406,1883,2025-03-09,1370.37
1407,1884,2025-04-20,2154.9
1408,1886,2025-05-23,148.6
1409,1887,2025-04-10,2190.29
1410,1889,2024-07-13,1225.74
1411,1890,2024-11-01,1004.79
1412,1892,2024-12-11,3058.73
1413,1893,2025-05-29,441.58
1414,1895,2024-10-18,2281.75
1415,1896,2025-01-23,3983.32
1416,1897,2024-12-09,2276.21
1417,1897,2024-12-31,5.16
1418,1898,2024-09-22,2210.23
1419,1899,2025-05-27,341.2
1420,1900,2024-12-15,3089.19
1421,1901,2025-06-21,543.98
1422,1902,2024-10-04,2274.93
1423,1903,2025-06-20,1348.22
1424,1905,2025-01-14,1245.88
1425,1906,2025-02-20,231.79
1426,1907,2025-05-25,624.12
1427,1908,2025-02-25,3248.82
1428,1909,2025-02-15,1268.18
1429,1910,2024-12-20,1025.53
1430,1911,2024-12-07,19.53
1431,1912,2024-08-16,2001.85
1432,1913,2025-02-24,1394.52
1433,1914,2024-07-31,493.12
1434,1915,2025-05-21,2250.35
1435,1916,2024-08-26,3670.91
1436,1917,2024-08-01,603.23
1437,1918,2025-06-18,895.1
1438,1918,2025-06-22,72.99
1439,1919,2025-02-24,1118.18
1440,1920,2024-10-19,536.76
1441,1921,2025-05-01,187.92
1442,1922,2024-09-12,2672.19
1443,1923,2024-07-18,131.27
1444,1925,2024-12-31,204.0
1445,1927,2024-11-09,442.95
1446,1928,2025-04-26,146.43
1447,1929,2025-01-09,1213.64
1448,1933,2025-01-07,2864.71
1449,1934,2025-04-23,559.43
1450,1936,2024-11-07,752.84
1451,1937,2024-07-21,314.1
1452,1938,2025-05-15,3168.61
1453,1940,2025-04-05,23.43
1454,1941,2025-03-23,3333.25
1455,1942,2025-04-27,475.22
1456,1943,2024-07-27,115.77
1457,1944,2025-06-24,1613.41
1458,1945,2024-09-16,1190.57
1459,1946,2025-04-08,20.87
1460,1948,2025-04-12,3040.38
1461,1950,2024-09-28,145.36
1462,1952,2024-11-14,2623.72
1463,1956,2025-06-24,221.93
1464,1957,2025-04-23,55.4
1465,1958,2024-10-08,1150.24
1466,1960,2024-06-13,1212.46
1467,1961,2024-06-30,75.28
1468,1962,2025-06-14,440.33
1469,1963,2024-12-23,2911.36
1470,1964,2024-09-30,36.49
1471,1970,2025-05-02,1202.16
1472,1971,2025-03-07,1638.31
1473,1974,2024-09-25,1943.89
1474,1978,2024-12-12,651.38
1475,1979,2024-11-15,53.66
1476,1980,2024-11-09,1532.75
1477,1981,2025-02-27,4266.51
1478,1982,2025-04-08,3731.2
1479,1984,2025-01-06,1754.97
1480,1986,2025-06-28,590.4
1481,1987,2024-10-31,194.44
1482,1990,2025-01-26,28.95
1483,1991,2024-11-18,2661.91
1484,1992,2024-12-13,3122.52
1485,1994,2024-12-29,752.9
1486,1995,2024-06-27,2448.31
1487,1995,2024-08-02,278.13
1488,1996,2025-02-10,2513.25
1489,1998,2025-06-23,594.44
1490,2000,2024-09-15,1537.91
1491,2001,2024-12-17,2333.86
1492,2002,2025-01-10,2444.9
1493,2003,2025-06-13,1139.47
1494,2005,2025-06-12,1949.52
1495,2006,2024-06-29,532.64
1496,2008,2025-06-12,796.89
1497,2008,2025-06-02,1599.94
1498,2010,2024-11-14,171.65
1499,2011,2025-03-11,1744.13
1500,2012,2024-10-10,1108.05
1501,2013,2024-08-06,889.4
1502,2014,2025-01-09,312.34
1503,2015,2025-05-23,1886.78
1504,2016,2025-03-23,2325.52
1505,2017,2025-05-05,1408.36
1506,2018,2025-02-25,23.85
1507,2019,2024-11-13,315.59
1508,2025,2024-10-31,62.96
1509,2026,2025-04-15,1974.14
1510,2027,2025-05-20,2906.93
1511,2028,2025-04-03,473.51
1512,2030,2024-11-11,920.29
1513,2034,2025-01-06,2087.71
1514,2035,2024-09-26,935.61
1515,2036,2025-05-11,818.49
1516,2037,2024-10-27,459.67
1517,2040,2025-06-06,1516.34
1518,2042,2024-12-24,60.6
1519,2043,2024-12-07,3093.51
1520,2044,2024-07-24,582.36
1521,2046,2025-04-24,2090.36
1522,2050,2025-01-02,12.38
1523,2051,2025-07-21,184.82
1524,2052,2025-04-03,452.4
1525,2052,2025-03-12,18.48
1526,2055,2024-11-02,406.72
1527,2056,2025-02-16,1570.37
1528,2057,2025-02-25,324.93
1529,2058,2025-02-12,178.83
1530,2059,2024-10-20,176.03
1531,2060,2024-10-24,192.1
1532,2062,2025-03-15,2279.72
1533,2063,2024-09-13,392.68
1534,2064,2024-10-05,2490.73
1535,2065,2025-05-06,380.47
1536,2066,2024-10-05,551.33
1537,2067,2024-12-10,1029.15
1538,2068,2025-05-30,391.05
1539,2069,2024-07-29,937.13
1540,2071,2025-06-23,1559.33
1541,2072,2024-07-13,685.68
1542,2072,2024-08-11,526.95
1543,2073,2024-06-24,4075.04
1544,2074,2025-03-26,8.57
1545,2076,2024-12-04,1619.07
1546,2077,2025-05-29,1143.03
1547,2077,2025-04-26,17.52
1548,2078,2025-03-31,225.84
1549,2079,2025-01-13,448.56
1550,2081,2024-11-19,4330.71
1551,2082,2024-10-14,542.3
1552,2083,2025-06-01,1907.14
1553,2083,2025-07-05,848.45
1554,2084,2025-06-13,358.7
1555,2085,2025-05-08,4097.29
1556,2086,2024-09-08,939.99
1557,2087,2024-09-09,2764.02
1558,2089,2024-11-01,1210.66
1559,2090,2025-02-18,3573.09
1560,2092,2024-09-18,631.24
1561,2092,2024-08-12,40.26
1562,2095,2024-08-02,4615.55
1563,2097,2025-02-23,2641.82
1564,2098,2024-12-14,4716.6
1565,2099,2024-11-21,730.87
1566,2100,2024-11-03,2825.59
1567,2101,2025-04-12,1769.48
1568,2103,2024-09-27,1110.37
1569,2106,2024-08-07,282.15
1570,2107,2024-09-05,34.51
1571,2109,2024-08-25,202.63
1572,2110,2025-06-15,2161.08
1573,2112,2025-02-20,2566.68
1574,2115,2025-06-28,221.28
1575,2116,2025-03-04,2505.65
1576,2117,2025-05-11,2754.24
1577,2118,2025-07-13,462.77
1578,2119,2024-07-08,2709.37
1579,2122,2025-03-27,1875.67
1580,2123,2025-03-18,2107.64
1581,2124,2024-10-09,2757.87
1582,2124,2024-10-26,474.64
1583,2128,2025-06-07,459.44
1584,2129,2025-03-24,977.84
1585,2130,2025-02-19,766.02
1586,2131,2024-11-04,2480.59
1587,2133,2024-09-12,551.45
1588,2134,2024-12-20,2965.03
1589,2135,2025-06-10,675.86
1590,2137,2025-03-09,2074.21
1591,2139,2025-02-08,3308.01
1592,2140,2025-03-17,3684.41
1593,2141,2025-04-13,3513.07
1594,2142,2024-10-04,1313.6
1595,2143,2025-03-19,282.91
1596,2144,2025-04-26,1078.02
1597,2145,2025-06-01,155.98
1598,2146,2025-05-01,127.13
1599,2147,2024-09-17,792.54
1600,2148,2025-02-06,3314.55
1601,2148,2025-03-01,49.71
1602,2150,2025-05-03,25.16
1603,2152,2024-08-08,189.66
1604,2153,2024-10-11,194.7
1605,2154,2025-02-15,1178.26
1606,2155,2024-08-23,3889.6
1607,2157,2024-12-08,118.78
1608,2158,2025-04-20,1298.25
1609,2159,2025-02-06,280.52
1610,2160,2024-08-05,3482.68
1611,2162,2025-06-02,107.22
1612,2165,2025-04-22,216.71
1613,2169,2025-04-05,807.07
1614,2169,2025-03-20,1007.41
1615,2170,2024-09-25,1224.64
1616,2171,2025-01-21,470.9
1617,2172,2025-01-12,1202.05
1618,2173,2025-02-12,1572.28
1619,2174,2025-01-01,1584.91
1620,2175,2024-11-02,1458.22
1621,2177,2025-05-13,362.13
1622,2178,2025-02-23,2268.21
1623,2179,2025-03-29,102.66
1624,2180,2024-11-09,1276.31
1625,2181,2025-07-05,800.97
1626,2182,2024-08-08,46.19
1627,2183,2025-02-20,1284.2
1628,2184,2024-07-30,1318.87
1629,2186,2025-07-04,854.8
1630,2188,2025-02-09,293.63
1631,2188,2025-01-11,223.02
1632,2190,2025-07-23,2936.08
1633,2194,2025-03-04,637.72
1634,2195,2024-07-24,1107.66
1635,2196,2024-08-31,1905.46
1636,2197,2024-12-11,2095.46
1637,2198,2025-03-27,1869.3
1638,2199,2025-03-13,474.14
1639,2200,2024-08-16,115.81
1640,2201,2024-12-31,4171.22
1641,2201,2025-01-12,218.98
1642,2203,2025-04-24,2535.96
1643,2203,2025-03-30,173.37
1644,2207,2025-05-15,303.23
1645,2208,2025-02-02,1992.74
1646,2210,2024-12-28,879.38
1647,2213,2025-05-24,2186.6
1648,2214,2025-01-27,428.49
1649,2215,2024-10-07,2034.86
1650,2216,2024-11-03,514.34
1651,2217,2024-10-29,96.16
1652,2218,2025-05-03,1911.73
1653,2220,2024-10-30,1990.68
1654,2221,2025-04-13,4185.51
1655,2222,2025-06-10,1034.94
1656,2224,2024-09-29,250.74
1657,2225,2024-09-10,187.7
1658,2226,2025-03-02,76.61
1659,2227,2024-10-03,164.64
1660,2228,2025-06-05,806.1
1661,2228,2025-05-11,589.57
1662,2229,2024-12-12,2732.99
1663,2232,2024-10-01,1023.12
1664,2233,2024-12-28,2062.59
1665,2234,2024-09-27,754.98
1666,2235,2024-09-28,566.6
1667,2236,2024-10-16,3734.52
1668,2237,2024-09-12,750.98
1669,2239,2025-06-24,489.28
1670,2240,2024-07-31,1771.84
1671,2241,2025-07-06,1794.89
1672,2242,2025-01-30,101.95
1673,2243,2025-02-05,2014.98
1674,2244,2024-08-28,307.96
1675,2246,2025-04-01,871.56
1676,2247,2025-06-12,2907.93
1677,2248,2025-06-17,2274.66
1678,2249,2024-11-27,2290.28
1679,2250,2024-07-26,2072.5
1680,2251,2024-11-10,3229.91
1681,2252,2024-10-19,516.55
1682,2253,2024-07-08,1597.46
1683,2254,2025-02-26,56.99
1684,2255,2025-04-25,518.25
1685,2256,2024-08-01,2564.36
1686,2257,2025-04-25,158.43
1687,2257,2025-04-15,2282.02
1688,2258,2025-01-01,1567.49
1689,2259,2024-09-27,4066.41
1690,2261,2025-02-09,35.06
1691,2262,2024-09-07,1169.5
1692,2263,2025-02-16,3004.37
1693,2264,2024-09-14,2366.66
1694,2265,2025-02-16,1009.54
1695,2266,2025-04-05,85.93
1696,2268,2025-02-14,530.51
1697,2269,2024-12-03,568.89
1698,2270,2024-08-17,1438.27
